Yield
5.0725
3.208
0.641
0.83
1.071
5.0725
5.0725
2.804
1.4
4.45
0.533
5.0725
2.105
1.978
5.0725
0.356
0.474
1.622
0.535
1.629
0.515
0.775
0.994
0.411
0.413
0.84
5.0725
1.028
2.703
4.584
2.435
2.927
0.842
5.0725
1.401
2.801
0.324
0.711
1.12
1.476
2.12
0.812
2.418
0.79
5.0725
5.0725
1.88
0.985
0.936
0.571
0.239
0.464
1.254
0.324
0.27
1.409
0.541
2.025
2.339
2.712
1.151
1.0
0.83
1.205
0.24
1.064
0.333
0.598
1.377
4.31
5.0725
5.0725
1.616
2.554
1.004
5.0725
0.312
1.244
4.374
0.495
2.858
2.221
1.353
1.0
5.0725
1.976
0.825
1.842
0.2
1.245
1.281
0.667
1.328
1.664
0.53
2.725
0.851
0.49
1.5
0.945
2.13
1.054
2.433
0.452
0.81
0.689
5.0725
5.0725
0.782
2.145
0.846
0.0
0.544
0.518
5.0725
2.943
5.0725
5.0725
0.38
0.626
0.51
1.688
5.0725
0.829
0.693
0.566
0.537
5.0725
0.21
1.19
0.54
1.143
2.039
2.257
0.365
0.587
1.127
0.3
1.823
0.804
1.83
1.18
1.209
0.9
4.37
0.297
0.735
0.585
0.795
1.649
0.982
1.137
0.709
0.638
0.587
0.283
5.0725
0.928
0.26
1.038
1.159
3.278
0.318
5.0725
1.798
0.517
0.854
0.525
0.509
0.977
0.67
1.73
0.149
4.988
0.24
0.349
1.374
0.855
5.0725
2.459
1.658
4.691
0.505
0.841
0.47
1.268
5.0725
5.0725
0.503
5.0725
1.044
0.213
5.0725
0.954
3.021
0.28
0.442
1.19
0.963
2.93
5.0725
5.0725
0.909
1.655
1.315
5.0725
3.294
0.843
5.0725
1.723
0.829
0.773
0.582
5.0725
5.0725
1.106
0.703
5.0725
5.0725
0.83
0.216
5.0725
0.553
0.296
0.071
1.405
1.0
5.0725
5.0725
0.225
0.4
5.0725
0.695
2.249
0.348
0.324
1.201
5.0725
1.512
0.652
1.76
0.484
2.34
0.92
2.276
2.885
0.964
0.594
0.201
5.0725
0.487
0.218
0.759
2.809
0.299
5.0725
1.249
0.882
0.294
1.077
0.812
3.898
0.618
2.093
0.521
1.863
1.776
0.214
5.0725
0.344
5.0725
3.396
0.487
1.57
3.626
1.006
5.0725
5.0725
0.12
0.768
1.874
5.0725
1.619
0.6
0.5
0.875
1.714
1.285
1.0
0.606
1.097
1.213
0.51
2.751
0.489
1.048
1.009
0.6
1.589
0.709
0.95
0.866
0.608
0.833
0.667
0.993
3.817
4.177
0.342
1.346
1.69
1.058
0.888
0.468
0.631
1.685
1.54
0.904
2.845
5.0725
1.439
0.987
0.777
1.72
1.967
1.646
0.096
4.361
0.0
1.934
2.673
1.492
0.372
1.193
0.568
5.0725
0.972
2.952
0.69
0.807
1.62
0.942
0.363
0.733
0.217
0.263
3.988
0.365
0.948
2.396
0.655
3.558
0.183
3.039
1.152
0.607
0.49
0.465
0.782
1.437
0.633
5.0725
0.713
5.0725
4.892
2.25
0.616
5.0725
0.185
5.0725
2.912
5.0725
2.569
5.0725
3.519
5.0725
5.0725
0.68
2.03
0.847
0.961
0.6
0.853
1.715
1.375
2.32
1.435
1.271
0.921
5.0725
0.473
0.861
0.437
2.648
1.631
0.245
1.201
5.0725
0.664
5.0725
0.336
0.24
0.556
5.0725
0.65
0.453
0.746
2.546
0.127
0.965
5.0725
1.018
5.0725
0.812
0.878
1.442
2.135
1.04
0.912
0.495
5.0725
1.562
0.878
1.254
1.106
0.254
0.79
1.25
0.43
0.42
4.01
0.478
0.5
0.48
0.243
5.0725
1.0
5.0725
0.382
5.0725
0.296
0.561
2.479
0.979
0.664
0.906
1.465
5.0725
1.402
0.545
2.144
1.392
2.255
1.362
1.351
5.0725
0.908
0.91
1.82
1.088
2.158
0.978
0.769
0.0
0.819
0.202
2.0
5.0725
0.715
5.0725
1.323
5.0725
0.817
0.889
0.682
1.656
0.898
0.795
0.97
5.0725
4.742
0.785
0.638
0.75
1.057
1.061
1.692
0.288
5.0725
1.0
0.0
1.157
0.842
5.0725
0.971
2.795
0.658
0.606
0.941
0.566
1.175
1.198
1.432
0.617
1.433
5.0725
0.955
0.799
0.412
0.994
0.724
2.093
5.0725
0.674
3.66
1.176
1.738
0.93
0.451
1.204
5.0725
1.089
5.0725
5.0725
3.566
0.678
0.899
0.94
0.951
0.514
0.518
1.122
1.705
5.0725
1.063
0.727
0.802
0.424
0.659
2.15
1.25
0.572
0.762
1.973
0.58
2.81
3.101
0.729
0.75
0.591
1.98
0.165
0.335
5.0725
1.009
5.0725
1.05
0.794
0.0
1.315
1.978
3.437
0.838
1.176
5.0725
1.5
0.72
0.814
0.965
0.5
4.91
0.585
0.401
4.335
0.6
5.0725
1.501
0.776
1.824
1.712
1.288
1.567
0.604
2.105
0.628
1.0
0.909
5.0725
0.32
0.333
1.309
5.0725
4.578
2.132
0.302
5.0725
1.17
5.0725
1.0
2.423
0.312
0.399
3.01
0.568
2.92
5.0725
0.848
4.607
0.793
0.47
0.964
0.043
0.347
1.32
1.0
0.774
1.153
0.711
0.635
3.75
0.906
1.675
1.382
1.002
0.74
1.097
2.164
0.418
0.708
1.092
1.078
0.271
5.0725
5.0725
0.648
0.837
0.96
0.65
1.033
0.463
0.975
5.0725
0.811
2.253
0.312
0.547
1.909
0.99
0.816
0.16
0.369
0.8
0.443
5.0725
2.3
1.521
0.48
2.049
1.992
0.9
0.554
0.871
1.034
0.644
0.368
1.627
1.191
5.0725
5.0725
1.32
1.795
1.733
4.226
5.0725
5.0725
0.218
0.461
0.973
0.46
5.0725
0.187
0.501
1.398
0.567
1.58
1.606
5.0725
0.621
1.76
0.782
5.0725
2.495
0.849
1.414
2.557
2.689
0.565
1.413
0.763
5.0725
1.008
2.685
2.425
1.5
0.358
0.891
5.0725
1.6
1.807
5.0725
0.58
5.0725
0.5
0.445
0.281
0.74
0.755
0.932
5.0725
0.98
0.805
0.792
1.314
0.266
0.53
0.612
0.776
0.36
1.668
0.669
0.884
1.455
0.74
1.904
0.225
5.0725
0.328
0.124
0.749
5.0725
0.26
1.663
1.114
0.871
0.243
5.0725
0.974
1.046
5.0725
2.006
1.864
1.005
2.124
4.0
0.946
2.268
5.0725
1.34
1.729
0.335
0.746
5.0725
1.995
0.558
1.634
0.398
0.271
5.0725
0.886
2.71
0.303
1.449
0.451
1.738
0.56
1.258
0.873
2.148
0.217
0.616
0.943
1.613
0.485
1.67
3.346
0.711
1.405
0.28
2.745
1.493
2.946
1.226
0.337
0.363
0.763
0.387
2.561
5.0725
5.0725
0.359
5.0725
0.102
1.907
0.897
0.622
5.0725
0.214
0.99
1.363
0.0
1.062
0.99
0.198
5.0725
5.0725
0.28
0.94
0.565
1.055
1.07
0.64
0.369
5.0725
1.0
1.575
2.0
5.0725
0.851
5.0725
0.818
1.281
0.372
1.129
0.79
1.0
0.71
0.561
0.404
5.0725
1.0
0.553
1.203
0.844
5.0725
2.986
0.461
5.0725
1.815
0.682
0.302
2.435
0.972
0.326
1.426
0.291
3.723
0.498
1.0
3.439
0.54
0.57
0.34
1.167
2.029
3.826
0.307
1.085
5.0725
2.051
0.606
2.506
0.5
2.443
5.0725
5.0725
5.0725
0.44
2.08
2.553
1.055
0.683
0.584
1.782
0.696
0.354
0.64
0.555
0.204
0.365
1.125
0.44
1.199
1.578
1.71
1.551
0.278
2.325
0.727
4.409
0.872
0.739
0.807
1.152
1.329
0.971
0.651
1.317
0.684
2.233
0.471
1.456
5.0725
0.333
0.0
5.0725
1.99
0.394
1.703
0.944
0.877
1.04
0.212
5.0725
1.13
5.0725
0.951
2.54
3.431
0.313
0.518
0.895
1.735
0.888
5.0725
0.785
3.279
5.0725
0.453
1.541
0.89
0.64
1.92
5.0725
0.888
0.568
5.0725
1.212
1.013
1.592
1.331
1.632
5.0725
3.313
0.725
0.0
1.348
0.653
5.0725
5.0725
2.786
1.045
5.0725
1.739
1.742
5.0725
2.155
1.308
0.491
1.169
5.0725
5.0725
0.82
1.1
0.498
1.183
5.0725
0.408
0.35
1.023
0.601
1.096
1.405
2.503
2.166
0.31
5.0725
1.253
1.421
5.0725
1.794
0.495
0.468
0.724
5.0725
0.348
2.53
0.612
0.52
3.168
3.0
0.324
0.868
0.445
5.0725
3.673
5.005
0.531
0.88
0.595
0.686
3.182
1.17
2.86
2.08
1.298
0.402
0.863
0.303
0.475
5.0725
5.0725
4.966
0.489
3.207
0.94
0.74
2.5
5.0725
0.743
5.0725
0.807
1.575
0.952
5.0725
0.891
0.793
1.11
3.576
0.847
0.253
5.0725
0.346
0.746
0.51
0.774
1.202
1.345
0.355
0.757
5.0725
0.954
2.272
0.606
0.0
0.595
5.0725
0.858
3.113
0.287
0.93
4.54
2.797
0.628
5.0725
0.522
5.0725
0.402
0.564
5.0725
0.791
0.893
0.349
5.0725
1.593
2.61
3.327
1.39
0.652
1.492
1.58
0.882
5.0725
1.445
5.0725
0.21
0.753
1.03
0.43
0.298
5.0725
1.455
5.0725
2.34
0.727
5.0725
1.969
0.278
0.562
0.906
5.0725
0.783
0.767
0.863
1.628
2.239
5.0725
3.646
1.009
1.18
1.851
1.0
0.568
5.0725
0.91
2.848
1.215
0.44
0.73
4.545
0.808
1.972
0.853
5.0725
0.339
0.503
0.443
0.872
0.52
1.038
0.333
2.317
0.496
1.035
0.76
1.712
0.773
0.802
0.398
1.888
1.082
0.701
1.296
0.075
0.943
0.413
5.0725
1.071
1.962
3.0
0.405
0.952
5.0725
0.301
3.19
2.256
0.347
5.0725
5.0
0.558
0.367
0.508
0.26
0.663
2.571
0.405
5.0725
0.542
0.263
0.266
0.872
5.0725
0.545
2.601
5.0725
2.417
2.674
5.0725
2.78
5.0725
1.628
0.41
1.107
1.165
1.086
0.5
1.44
0.379
0.835
0.321
0.279
1.161
1.316
3.823
0.837
1.578
0.171
0.979
5.0725
1.78
0.541
0.744
0.26
1.911
0.356
1.428
1.5
0.781
1.5
0.239
0.955
5.0725
1.013
1.026
0.644
0.835
0.67
0.49
0.583
0.275
0.836
1.003
0.904
1.279
2.104
0.499
0.655
5.0725
0.855
0.999
0.945
1.947
5.0725
0.962
0.565
0.24
0.51
0.201
2.784
1.604
0.338
0.978
5.0725
1.574
0.894
1.415
0.846
0.472
1.259
0.842
1.32
5.0725
1.734
2.026
0.919
0.669
5.0725
0.891
0.172
4.626
1.89
0.644
0.25
0.741
5.0725
0.441
0.762
5.0725
0.779
1.308
2.699
0.868
5.0725
0.32
0.815
5.0725
1.097
3.672
0.705
0.834
0.707
0.927
0.584
0.573
0.665
0.55
0.918
1.6
0.785
5.0725
0.535
5.0725
5.0725
5.0725
4.483
0.56
0.665
5.0725
5.0725
0.433
0.425
0.715
1.013
5.0725
1.505
4.153
0.814
0.86
1.455
1.637
0.912
0.536
2.712
0.896
0.745
1.809
1.732
4.557
5.0725
0.598
1.062
0.568
0.96
1.428
5.0725
5.0725
5.0725
0.349
0.624
0.797
5.0725
5.0725
0.254
0.697
5.0725
0.614
0.5
1.059
1.742
1.38
0.33
0.577
1.691
1.652
1.0
2.835
5.0725
1.341
0.48
5.0725
0.942
0.708
0.939
1.624
0.52
1.243
1.216
0.295
5.0725
4.053
0.322
0.405
1.235
1.064
5.0725
0.2
0.206
5.0725
1.425
0.165
1.342
0.912
0.622
0.465
1.253
0.504
2.0
3.112
2.879
0.85
0.254
0.37
2.717
1.668
0.733
1.057
1.6
0.386
0.962
0.484
0.687
5.0725
0.339
1.87
0.25
1.21
5.0725
0.367
0.281
0.277
0.579
0.874
2.102
0.905
5.0725
1.545
0.56
3.029
5.0725
5.0725
0.0
0.592
0.867
5.0725
0.979
0.952
0.211
1.035
0.125
1.802
0.184
0.581
0.563
1.39
0.842
0.81
0.707
5.0725
5.0725
0.83
2.145
1.162
1.154
0.452
0.768
0.263
1.208
1.47
0.501
1.786
0.633
5.0725
3.021
0.81
1.371
2.802
1.873
5.0725
5.0725
5.0725
5.0725
1.538
0.725
0.93
1.25
1.077
0.356
0.884
5.0725
0.67
0.615
0.778
0.946
5.0725
1.561
1.436
0.255
1.01
0.0
5.0725
5.0725
5.0725
0.403
5.0725
3.585
1.021
0.986
0.24
0.473
1.464
0.81
0.52
1.127
0.244
5.0725
1.0
1.624
0.853
0.66
0.293
0.284
5.0725
5.0725
0.957
1.36
1.281
5.0725
5.0725
0.516
1.546
1.16
0.614
1.569
0.93
0.27
0.798
1.232
1.788
0.175
5.0725
1.294
0.331
1.038
0.808
0.312
2.97
0.235
5.0725
0.227
0.531
1.311
1.39
1.429
5.0725
5.0725
1.042
5.0725
1.0
1.035
3.174
1.052
0.278
1.145
0.283
0.099
1.37
3.221
2.568
5.0725
2.787
5.0725
5.0725
2.103
1.402
5.0725
0.247
1.798
1.578
1.13
0.999
4.39
0.32
0.818
0.267
0.677
0.181
0.49
0.848
0.994
0.65
0.865
5.0725
5.0725
0.581
0.332
0.367
1.405
0.774
0.648
0.943
1.478
0.78
0.57
3.753
1.242
2.56
0.179
0.235
1.104
0.766
0.352
0.604
1.94
5.0725
2.973
0.768
5.0725
0.678
0.768
5.0725
0.847
0.484
0.95
0.82
0.652
2.778
1.645
1.72
5.0725
0.524
2.279
2.7
1.01
0.745
0.177
0.535
1.335
0.855
0.5
0.682
0.84
0.846
0.53
0.399
5.0725
1.372
2.009
1.905
5.0725
0.52
2.222
0.213
2.627
0.272
1.264
3.043
2.173
2.02
0.873
1.279
0.408
0.287
0.39
0.525
0.527
0.738
0.927
5.0725
0.53
2.937
0.255
0.45
2.85
2.494
0.74
1.91
0.344
2.466
0.064
0.883
0.317
0.855
0.095
5.0725
1.082
0.751
0.999
0.687
0.254
2.72
5.0725
0.445
0.408
0.685
1.459
1.504
1.396
0.627
0.706
2.322
0.927
0.761
0.0
5.0725
2.169
1.0
3.0
2.36
5.0725
1.225
1.57
5.0725
0.825
5.0725
0.37
1.6
0.354
5.0725
0.632
1.478
1.463
0.518
5.0725
1.002
0.342
1.21
1.375
0.565
0.892
0.757
1.008
0.579
5.0725
0.625
1.04
1.808
0.691
5.0725
1.136
3.243
0.516
1.058
0.466
1.275
0.927
5.0725
5.0725
1.003
1.321
0.954
1.303
0.413
5.0725
0.651
0.874
0.513
2.495
1.417
0.37
0.276
1.818
2.922
5.0725
0.85
0.352
5.0725
0.167
5.0725
0.324
0.383
5.0725
5.0725
2.283
0.377
0.598
5.0725
2.486
5.0725
5.0725
0.777
0.637
0.398
5.0725
1.8
0.615
0.708
5.0725
0.119
5.0725
0.275
0.761
0.931
0.666
2.555
2.013
1.018
0.428
0.764
5.0725
2.363
5.0725
0.944
5.0725
1.318
0.359
0.866
0.459
0.353
1.168
1.141
0.585
1.386
0.552
0.398
0.597
5.0725
0.72
1.562
0.395
0.585
0.697
0.575
1.253
1.135
1.213
0.412
0.81
0.902
0.766
0.404
0.0
0.467
0.45
0.667
1.189
1.015
2.463
1.468
5.0725
0.816
1.655
0.506
0.75
0.967
0.578
0.121
5.0725
0.408
3.54
1.451
0.686
0.08
5.0725
2.96
1.724
0.33
4.682
1.6
3.611
2.897
5.0725
3.048
5.0725
0.59
5.0725
4.459
0.487
5.0725
2.114
1.069
0.487
2.476
0.318
1.455
0.186
1.432
0.868
0.506
2.988
1.015
0.265
3.132
5.0725
1.404
0.647
2.56
5.0725
1.349
1.531
0.664
0.654
5.0725
0.469
1.436
0.308
5.0725
0.57
1.318
5.0725
0.315
0.845
0.565
2.36
0.565
3.549
0.521
1.139
2.874
3.026
2.048
0.581
0.864
2.831
5.0725
5.0725
0.763
5.0725
0.589
0.288
5.0725
0.499
1.0
0.546
1.179
0.609
0.576
2.552
1.134
0.443
2.133
0.708
0.778
0.827
1.5
5.0725
0.998
0.489
1.0
5.0725
0.624
2.048
0.66
2.895
1.485
5.0725
5.0725
0.319
4.505
1.92
3.968
0.439
0.404
0.728
3.26
0.493
5.0725
1.455
0.582
1.439
0.095
5.0725
0.077
1.03
1.123
1.335
2.432
5.0725
1.08
0.66
0.722
4.422
3.725
0.394
2.26
0.252
0.741
5.0725
1.146
5.0725
5.0725
0.396
0.35
0.912
0.511
0.507
5.0725
0.85
1.106
1.457
0.667
1.115
4.648
0.612
5.0725
0.12
0.92
0.609
0.328
1.035
0.959
0.2
5.0725
1.929
0.223
1.0
5.0725
0.423
3.0
0.464
2.495
0.49
0.8
0.795
3.46
0.578
0.419
1.429
0.662
1.027
0.692
0.442
0.805
5.0725
1.282
5.0725
1.33
0.325
0.97
0.748
2.667
2.0
3.037
0.383
0.484
1.867
0.877
1.64
0.816
0.712
1.367
1.264
2.142
1.61
0.506
5.0725
1.12
1.25
0.855
2.301
0.579
3.389
5.0725
0.759
1.467
1.163
5.0725
1.527
0.863
0.62
0.866
0.97
0.439
0.226
0.87
1.731
0.615
0.587
5.0725
0.613
1.348
5.0725
0.721
5.0725
0.655
3.206
0.244
0.0
5.0725
0.604
1.593
0.931
1.0
1.363
1.465
1.458
0.301
0.611
0.902
0.71
5.0725
0.822
0.424
5.0725
0.965
0.565
1.535
0.237
1.421
0.36
0.835
0.491
2.313
5.0725
1.602
0.786
0.884
0.771
0.198
0.75
0.959
3.12
5.0725
0.914
2.194
0.324
5.0725
1.335
5.0725
0.671
1.07
2.456
1.217
2.607
1.006
3.53
3.62
0.635
1.727
0.975
0.696
5.0725
0.431
0.518
0.357
1.945
0.693
1.626
2.24
0.639
1.0
0.893
0.72
5.0725
5.0725
1.018
1.311
0.403
1.104
1.5
1.574
0.0
0.765
1.39
4.487
1.766
1.0
0.73
3.366
1.001
5.0725
0.427
1.694
0.367
0.359
1.09
2.284
5.0725
5.0725
1.87
3.324
0.445
3.815
5.0725
1.0
4.543
3.561
0.829
0.25
0.8
1.174
0.995
5.0725
0.649
0.336
0.88
5.0725
0.711
2.164
1.015
1.0
0.369
5.0725
0.47
0.53
0.772
1.419
5.0725
5.0725
0.474
0.406
0.582
0.473
1.999
1.234
0.253
5.0725
0.466
0.725
5.0725
0.502
5.0725
0.536
0.837
0.448
0.0
1.773
1.177
2.738
0.651
2.689
0.484
0.403
4.699
2.405
1.054
0.851
2.504
5.0725
1.185
1.559
0.291
1.589
0.732
0.605
1.575
1.166
3.647
0.778
1.129
5.0725
0.471
5.0725
0.69
0.277
0.778
5.0725
1.01
5.0725
0.44
1.175
4.375
5.0725
0.423
0.548
1.038
5.0725
2.396
5.0725
1.493
1.841
0.756
1.125
0.532
1.007
0.982
0.52
1.402
5.0725
0.276
2.53
1.595
1.25
1.444
0.807
0.473
0.924
5.0725
0.848
5.0725
0.947
0.602
0.776
0.434
2.099
0.207
0.514
0.638
4.528
0.613
0.985
0.96
0.337
5.0725
2.251
1.28
5.0725
2.52
0.986
0.27
1.082
0.482
4.198
0.418
1.409
0.64
0.328
0.446
1.414
0.235
2.808
0.874
0.842
3.0
2.712
0.523
1.623
0.62
0.919
0.575
0.32
1.031
1.6
0.935
2.0
2.203
0.478
1.988
0.92
1.503
2.17
1.679
2.912
0.361
5.0725
5.0725
5.0725
0.979
0.33
1.72
0.807
3.931
5.0725
0.583
0.559
2.19
5.0725
1.657
1.583
5.0725
0.558
2.51
0.168
0.25
1.355
0.816
5.0725
0.38
0.708
0.297
0.899
1.858
0.613
0.959
0.862
5.0725
5.0725
0.098
0.496
2.9
1.0
0.734
1.53
0.271
0.5
1.207
5.0725
1.227
1.061
0.724
5.0725
2.35
1.11
0.452
0.645
5.0725
0.969
0.326
1.584
1.659
0.688
0.753
5.0725
0.718
1.41
5.0725
2.0
0.762
5.0725
0.498
0.88
5.0725
0.476
0.768
5.0725
5.0725
2.35
0.654
2.5
2.068
0.289
1.021
0.957
0.228
0.912
0.696
2.47
4.445
5.0725
3.099
0.883
0.948
0.04
0.615
1.312
0.345
0.9
1.446
1.077
5.0725
0.055
0.74
5.0725
0.722
3.431
1.499
0.898
5.0725
5.0725
1.703
2.918
5.0725
0.311
0.514
0.3
0.61
1.135
0.732
1.335
0.683
1.492
0.88
0.381
1.609
0.417
5.0725
4.256
1.375
0.06
1.303
0.875
0.537
3.553
5.0725
1.3
0.972
0.95
0.404
0.372
5.0725
1.113
0.511
2.36
0.897
1.622
5.0725
0.475
0.153
2.538
0.617
0.341
2.415
0.28
1.294
5.0725
1.615
5.0725
5.0725
1.953
5.0725
0.862
2.501
0.79
5.0725
0.558
5.0725
5.0725
0.74
1.17
2.629
0.168
0.939
2.68
0.877
5.0725
1.557
0.603
1.0
5.0725
2.028
3.94
0.293
2.351
0.604
1.016
0.961
0.095
0.449
4.8
0.238
1.025
0.523
0.198
5.0725
1.095
1.452
1.281
1.505
0.733
1.0
0.74
0.598
0.642
0.428
0.54
0.572
0.803
0.858
1.105
1.084
3.406
1.973
0.624
5.0725
5.0725
0.522
5.0725
0.925
3.557
5.0725
0.94
5.0725
2.237
0.93
0.55
1.828
0.37
0.714
0.38
0.892
1.353
1.341
5.0725
0.889
0.554
2.302
1.825
3.633
0.377
5.0725
1.353
0.813
1.755
0.639
0.537
0.65
0.363
2.26
0.8
2.268
5.0725
0.223
1.334
0.395
0.875
0.87
5.0725
0.746
0.43
1.473
0.287
4.355
5.0725
3.739
0.697
3.03
0.082
1.038
3.4
5.0725
0.768
1.267
5.0725
2.218
0.82
5.0725
5.0725
0.858
0.283
0.193
0.353
2.077
5.0725
0.713
1.339
5.0725
2.202
0.348
0.405
5.0725
5.0725
0.411
0.748
0.592
2.17
0.258
0.692
1.0
0.932
1.563
0.755
1.38
1.984
1.24
5.0725
0.462
5.0725
0.305
5.0725
5.0725
5.0725
0.215
0.592
0.559
2.292
1.926
2.057
0.727
0.249
0.42
5.0725
0.949
1.742
4.504
0.854
1.928
1.082
0.277
0.964
1.922
1.362
0.28
0.324
5.0725
0.562
5.0725
0.65
1.805
1.431
0.208
2.31
3.36
0.932
0.865
2.369
2.097
0.75
0.559
0.927
0.75
1.296
3.533
0.91
3.298
5.0725
3.416
0.7
0.93
0.454
0.726
1.122
5.0725
2.976
1.667
2.019
0.555
5.0725
2.73
0.432
1.5
1.405
5.0725
0.058
0.417
1.132
0.61
0.152
0.999
5.0725
3.003
0.746
0.215
1.099
0.251
2.131
0.915
1.738
0.749
0.805
0.878
5.0725
0.808
0.643
5.0725
0.788
5.0725
3.0
1.079
1.166
2.72
1.35
2.821
0.904
4.298
0.938
5.0725
1.416
0.135
0.41
2.678
2.11
0.0
2.454
0.35
1.265
0.758
5.0725
0.714
0.598
0.744
2.879
5.0725
1.396
0.821
1.0
1.699
0.627
1.192
5.0725
0.25
1.996
0.435
0.059
2.008
1.384
0.543
4.954
0.989
1.154
0.54
0.308
1.619
5.0725
0.268
0.787
4.592
1.647
0.268
2.418
0.515
3.339
5.0725
0.903
2.338
0.827
4.292
1.433
0.696
0.114
1.62
1.764
0.211
3.447
1.882
0.816
1.528
2.619
0.681
1.661
5.0725
0.74
2.93
5.0725
1.88
5.0725
0.342
1.014
0.54
0.91
0.628
1.69
2.708
2.806
0.412
1.0
5.0725
1.59
0.75
0.995
2.088
5.0725
0.976
1.64
0.359
0.91
1.026
0.12
0.617
0.136
4.363
0.425
0.202
0.244
0.401
1.309
1.0
2.54
3.293
0.89
0.637
2.77
0.27
5.0725
2.036
1.925
0.55
0.66
0.818
5.0725
1.163
0.545
5.0725
5.0725
1.02
0.863
0.384
0.82
1.008
0.491
1.232
3.172
4.527
0.609
3.364
0.674
5.0725
0.513
0.39
2.95
1.058
0.812
0.829
1.053
0.731
0.839
0.716
1.022
2.089
0.736
1.338
0.433
0.83
2.939
0.694
0.368
0.55
5.0725
1.158
1.505
0.25
1.139
3.074
1.268
0.449
2.203
4.376
2.15
0.952
0.775
0.34
1.287
0.684
0.336
0.632
1.874
5.0725
3.834
5.0725
1.49
0.592
2.165
0.808
1.542
1.62
5.0725
0.708
0.223
5.0725
0.924
0.629
5.0725
1.39
1.117
1.984
5.0725
0.499
1.628
2.768
5.0725
4.687
1.39
1.742
0.495
0.597
5.0725
0.907
0.71
0.332
5.0725
0.912
1.284
2.467
0.59
0.842
0.906
2.018
0.705
2.2
1.973
0.547
0.638
0.706
0.206
0.8
5.0725
5.0725
0.994
0.355
0.752
5.0725
0.572
2.941
1.038
0.678
0.259
0.713
0.97
0.259
1.67
1.044
0.222
0.607
0.326
0.955
2.011
1.126
1.825
3.421
1.634
1.198
0.521
0.095
0.783
1.645
1.885
0.527
0.24
2.385
5.0725
0.723
2.077
1.083
0.396
5.0725
5.0725
1.226
0.5
0.517
0.06
0.586
3.199
2.155
1.581
5.0725
5.0725
5.0725
1.606
1.85
1.724
2.767
0.641
0.444
5.0725
0.713
0.633
5.0725
5.0725
5.0725
0.562
0.489
0.445
1.0
0.402
1.877
5.0725
0.297
2.978
0.224
0.481
1.181
1.0
5.0725
5.0725
0.71
0.614
2.55
5.0725
4.682
0.167
2.896
0.729
1.499
1.327
1.305
5.0725
1.047
1.702
0.52
0.38
0.746
1.23
0.689
0.59
0.5
0.463
5.0725
1.284
2.01
0.582
0.654
1.764
0.75
0.618
1.232
5.0725
3.362
0.956
1.11
2.216
0.58
0.82
5.0725
4.394
0.677
0.593
0.878
0.325
1.5
0.3
5.0725
1.59
0.226
1.234
1.363
0.29
5.0725
2.189
1.097
0.968
2.72
0.559
0.328
5.0725
1.312
0.236
2.384
1.952
2.095
5.0725
5.0725
3.522
5.0725
0.53
0.584
2.207
0.601
0.744
5.0725
5.0725
0.82
2.67
0.718
5.0725
2.076
0.821
2.448
0.341
0.565
0.522
1.8
0.831
0.88
2.854
0.778
0.281
1.402
1.57
3.0
0.704
0.534
0.53
0.67
0.502
0.361
0.826
0.96
5.0725
0.822
5.0725
1.115
0.845
5.0725
5.0725
5.0725
0.728
3.087
1.98
0.625
0.49
0.509
2.073
5.0725
